"fact_id","sku","fact_category","attribute","value","value_type","unit","sequence","evidence_level","source","source_type","allowed_expression","prohibited_expression","generation_policy","market_scope","language_scope","is_numeric","status","linked_fact_ids","notes"
"MV-KIT-001-F008","MV-KIT-001","ingredient","ingredient_reference","各产品沿用MV-CLEAN-001、MV-SERUM-001、MV-CREAM-001的对应模拟配方","string","","1","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""各产品沿用MV-CLEAN-001、MV-SERUM-001、MV-CREAM-001的对应模拟配方""]","[""套装拥有独立于组件SKU的新配方""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[""MV-CLEAN-001-F001"",""MV-SERUM-001-F001"",""MV-CREAM-001-F001""]","套装成分必须通过组件SKU事实引用，不复制或创造新成分。"
"MV-KIT-001-F009","MV-KIT-001","target_user","target_users","希望使用便携式基础清洁、补水和保湿组合的成年人","string","","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""希望使用便携式基础清洁、补水和保湿组合的成年人""]","[""适合所有人"",""对所有敏感肌绝对安全""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F010","MV-KIT-001","usage","usage_instruction","按洁面乳、保湿精华、面霜顺序使用；各单品用法与正装一致","string","","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""按洁面乳、保湿精华、面霜顺序使用；各单品用法与正装一致""]","[""改变使用顺序或用量"",""省略必要注意事项""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F011","MV-KIT-001","specification","verified_feature","包含3件迷你装","string","","1","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""包含3件迷你装""]","[""将规格特征升级为临床或绝对化功效""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F012","MV-KIT-001","specification","verified_feature","三件产品均无添加香精","string","","2","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""三件产品均无添加香精""]","[""将规格特征升级为临床或绝对化功效""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F013","MV-KIT-001","specification","verified_feature","外盒集中收纳","string","","3","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""外盒集中收纳""]","[""将规格特征升级为临床或绝对化功效""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F014","MV-KIT-001","function","allowed_benefit","组合基础清洁、补水和保湿步骤","string","","1","B","SIM-CLAIM-KIT-V1","project_simulated_internal_claim_review","[""组合基础清洁、补水和保湿步骤""]","[""治疗或治愈皮肤疾病"",""临床证明（未提供证据）"",""保证所有用户获得相同结果""]","cautious","[""US"",""MX""]","[""zh"",""en"",""es""]","false","caution","[]","内部允许的谨慎功效表达；无外部临床或消费者研究证据。"
"MV-KIT-001-F015","MV-KIT-001","function","allowed_benefit","适合希望精简携带日常护肤产品的用户","string","","2","B","SIM-CLAIM-KIT-V1","project_simulated_internal_claim_review","[""适合希望精简携带日常护肤产品的用户""]","[""治疗或治愈皮肤疾病"",""临床证明（未提供证据）"",""保证所有用户获得相同结果""]","cautious","[""US"",""MX""]","[""zh"",""en"",""es""]","false","caution","[]","内部允许的谨慎功效表达；无外部临床或消费者研究证据。"
"MV-KIT-001-F016","MV-KIT-001","risk_limit","prohibited_claim","TSA批准","string","","1","D","SIM-CLAIM-KIT-V1","project_simulated_internal_claim_review","[]","[""TSA批准""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-KIT-001-F017","MV-KIT-001","risk_limit","prohibited_claim","航空公司认证","string","","2","D","SIM-CLAIM-KIT-V1","project_simulated_internal_claim_review","[]","[""航空公司认证""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-KIT-001-F018","MV-KIT-001","risk_limit","prohibited_claim","保证可以登机","string","","3","D","SIM-CLAIM-KIT-V1","project_simulated_internal_claim_review","[]","[""保证可以登机""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-KIT-001-F019","MV-KIT-001","risk_limit","prohibited_claim","解决所有皮肤问题","string","","4","D","SIM-CLAIM-KIT-V1","project_simulated_internal_claim_review","[]","[""解决所有皮肤问题""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-KIT-001-F020","MV-KIT-001","risk_limit","prohibited_claim","预防晒伤或过敏","string","","5","D","SIM-CLAIM-KIT-V1","project_simulated_internal_claim_review","[]","[""预防晒伤或过敏""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-KIT-001-F021","MV-KIT-001","risk_limit","prohibited_claim","限量","string","","6","D","SIM-CLAIM-KIT-V1","project_simulated_internal_claim_review","[]","[""限量""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-KIT-001-F022","MV-KIT-001","risk_limit","prohibited_claim","虚构折扣","string","","7","D","SIM-CLAIM-KIT-V1","project_simulated_internal_claim_review","[]","[""虚构折扣""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-KIT-001-F023","MV-KIT-001","packaging","packaging_feature","纸质外盒","string","","1","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""纸质外盒""]","[""100%环保"",""保证可回收"",""零废弃""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F024","MV-KIT-001","packaging","packaging_feature","30 mL洁面泵瓶、10 mL精华泵瓶、15 mL面霜罐","string","","2","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""30 mL洁面泵瓶、10 mL精华泵瓶、15 mL面霜罐""]","[""100%环保"",""保证可回收"",""零废弃""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F025","MV-KIT-001","price","price_usd","32","number","USD","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""USD 32.00""]","[""虚构折扣"",""最低价保证""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]","模拟建议零售价；发布前必须重新确认。"
"MV-KIT-001-F026","MV-KIT-001","price","price_mxn","639","number","MXN","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""MXN 639.00""]","[""虚构折扣"",""最低价保证""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]","模拟建议零售价；不是由汇率公式换算，发布前必须重新确认。"
"MV-KIT-001-F027","MV-KIT-001","specification","variants","仅三件套配置","string","","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""仅三件套配置""]","[""未经确认的其他规格或套装""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F028","MV-KIT-001","market","target_market","US","string","","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""US""]","[""将目标市场范围表述为已获得当地监管批准""]","direct","[""US""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F029","MV-KIT-001","market","target_market","MX","string","","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""MX""]","[""将目标市场范围表述为已获得当地监管批准""]","direct","[""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F030","MV-KIT-001","certification","verified_certification","none_verified","string","","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""未提供可验证认证""]","[""临床认证"",""皮肤科医生认证"",""TSA批准"",""监管机构批准""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","表示当前项目资料中没有可验证认证，不表示商品不需要合规审核。"
"MV-KIT-001-F031","MV-KIT-001","marketing_direction","content_hypothesis","测试周末出行、健身包和试用组合场景","string","","","C","data/products/product_cards/MV-KIT-001.md#营销建议（不是商品事实）","project_simulated_marketing_hypothesis","[]","[""不得作为确定商品事实直接输出""]","not_directly_usable","[""US""]","[""en""]","false","non_fact","[]","只有在消费者洞察阶段获得数据支持且与商品事实匹配后，才能用于卖点选择。"
"MV-KIT-001-F032","MV-KIT-001","marketing_direction","content_hypothesis","测试短途旅行与简化行李的内容角度","string","","","C","data/products/product_cards/MV-KIT-001.md#营销建议（不是商品事实）","project_simulated_marketing_hypothesis","[]","[""不得作为确定商品事实直接输出""]","not_directly_usable","[""MX""]","[""es""]","false","non_fact","[]","只有在消费者洞察阶段获得数据支持且与商品事实匹配后，才能用于卖点选择。"
